review_date,review_title,review_comment,review_rating,review_link
18 February 2017,"Yes, legitimately great",SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,10,https://www.imdb.com/review/rw3641796/?ref_=tt_urv
6 February 2020,Hollywood needs more like this,SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,10,https://www.imdb.com/review/rw5462466/?ref_=tt_urv
7 May 2017,A wonderful musical,SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,9,https://www.imdb.com/review/rw3702166/?ref_=tt_urv
2 January 2020,10/10,SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,10,https://www.imdb.com/review/rw5376421/?ref_=tt_urv
27 February 2017,"Wonderful Hollywood Throwback, But With A Modern Touch",Before the fracturing of cinema into targeted genres there was a time when the general concept of entertainment was paramount All ages went to the theater together so the imperative to give a little something to everyone was first and foremost on filmmakers minds La La Land is a throwback to that style of movie production a rollicking musical that also features a solid plot and interesting characters For a very basic overview La La Land tells the story of two young people trying to make a go of it in Los Angeles Sebastian Ryan Gosling is a jazz musician with a dream of opening his own club Mia Emma Stone is an aspiring actress who never seems to have any luck in her auditions After a few chance meetings however they discover that it may take their beliefs in each other to make those individual dreams come true First and foremost La La Land is a musical to its very bones Much dare I say most of the emotion and character development is portrayed through song and dance numbers which run the gamut from jazz and big band to orchestral and popular Justin Hurwitz creates a soundtrack score that is truly one of the best I have encountered in my cinematic travails I can all but guarantee you ll be listening singing humming the tunes here for days weeks or potentially longer after viewing At the same time however La La Land is not vapid in any sense Its story of perseverance the power of relationships and dream fulfillment is endemic to the human condition and director Damien Chazelle is able to expertly weave such themes within the musical numbers The songs dances plots and characters all intertwine to create a perfect tapestry of emotion It doesn t hurt that the chemistry between leads Gosling and Stone is absolutely off the charts truly the stuff of legends Again a sort of throwback to the Old Hollywood studio systems where leading men women were often thrust together in multiple pictures The Gosling Stone combination was cultivated through previous pairings of their own and that familiarity comes to a perfect crescendo here Overall I consider La La Land to be a very deserving full star effort It may not make any groundbreaking political racial or societal statements but every time I watch I m instantly pulled into its fun atmosphere and endearing messages Sometimes a film even in today s fractured cinema environment can simply be all about the entertainment factor and in that capacity La La Land is at the top of my list,10,https://www.imdb.com/review/rw3649661/?ref_=tt_urv
2 March 2017,Sum of correctly done parts does not make a correct movie,Although this movie is probably about pursuing one s dreams and sacrifices necessary in the process it ended up as a lousy musical with good music It s also dedicated to some golden era in Hollywood when musical was the best there is in the industry So instead of a clear emotional story of two star crossed lovers we ve got collision of dreams of two egoists who think their individual success is more important than than anything else It isn t It s just that could not reconcile one type of emotion craving for fame with another love Direction is not bad however not as good as in Whiplash and everything has been watered down with two miscast main actors who cannot sing and acting itself is also doubtful Ending of the story was predictable and probably many Hollywood staff would recognize itself here As for the musical unfortunately I liked only Sweeny Todd meaning that it could not function in any other form Summary Worth a look but soon to be forgotten despite the hype Four stars for cinematography,4,https://www.imdb.com/review/rw3651500/?ref_=tt_urv
27 April 2019,La La awesome,SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,10,https://www.imdb.com/review/rw4808545/?ref_=tt_urv
28 April 2017,Feels both traditional and contemporary,There was a time I remember sometime during the mid to late 90s when the idea of watching a musical was laughable It was a silly trend that was once popular with the movie going audience back when cinema was relatively primitive which saw a kitschy revival in the 70s and 80s with the likes of Grease 1978 and Xanadu 1980 but died a death when the rapid evolution of CGI made anything possible on screen Then came Moulin Rouge and its use of modernised classic tunes in 2001 and movie goers have been in love with the genre again ever since Its popularity shows no sign of stopping either and writer director Damien Chazelle who made a big impression in 2014 with the excellent Whiplash has sculpted one of the best musicals of recent times with the Oscar nominated La La Land a film that manages to feel both traditional and contemporary The film combines two elements clearly dear to Chazelle The lavish musicals of the 1950s and to a lesser degree the 40s and pure jazz The two wandering souls at the story s centre dream of leaving their mark in their respected fields but both are in love with the past in industries always looking forward Actress Mia Emma Stone spends time between humiliating and soul crushing auditions serving coffee near a studio lot where she occasionally crosses paths with a glamorous star as the rest of the room whisper excitedly Musician Sebastian Ryan Gosling cannot resist ignoring the festive playlist at his restaurant haunt in favour of some improvisation on the piano much to the annoyance of his boss Bill J K Simmons while he dreams of opening his own traditional jazz bar Sebastian is quick tempered neurotic and plain rude but Mia pursues him anyway They fall in love and express their feelings through impromptu song and dance routines Chazelle knows the genre inside out and seems to favour the lavish MGM musicals and the glamorous physicality of the era s stars such as Gene Kelly Fred Astaire and Ginger Rogers Opening with a near one shot song and dance routine beautifully photographed by Linus Sandgren it goes on to deliver many dazzling and classical numbers which are often glorious to behold and backed by a soundtrack of memorable tunes that manage to stay in your head for days afterwards They are performed admirably by the central pair who have real chemistry One of the few saving graces of the Amazing Spider Man films was the chemistry between Stone and Andrew Garfield and here she sizzles with Gosling It s the movie s main strength Rather than merely go through the motions and familiar tropes you really want them to be together You can truly feel their happiness every time they see each other La La Land stutters when exploring deeper more complex themes The second act sees the two achieve some degree of success with Mia developing a one woman show and Sebastian joining up with a fellow musician played by John Legend in a band making waves in the world of jazz Will Mia ultimately degrade herself in order to make it in a brutal industry that may not deserve her and how can Sebastian a hardcore old schooler be happy in a flashy group looking to move the genre forward It seems like a poor excuse to simply tear the couple apart to experience their inevitable rough patch and doesn t really fully explore the characters emotional quandaries But this slight lag doesn t last for very long and the final moments are simply perfect One of the great things about Whiplash was that final heart pounding moment of physical and spiritual triumph and La La Land wraps up the story with grace and genuine tugs on the heartstrings proving itself to be much more than a mere homage,8,https://www.imdb.com/review/rw3696809/?ref_=tt_urv
16 June 2018,La La Land is the perfect film.,SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,10,https://www.imdb.com/review/rw4204327/?ref_=tt_urv
24 April 2020,Great Actors!!,I thought it was a great movie The plot did start out a bit laborious but it got better throughout I had the feeling that there wasn t really a storyline in the beginning But i m glad I sat it out to see the rest of the movie because it was worth it Obviously Ryan Gosling and Emma Stone are so well played together because they did two other movies together before this one The music is obviously amazing I just got new earbuds so it was even better haha I really love how the characters kinda flow with the music while their bodies move with the music right on beat every time So even though the musical movie genre is not my thing i still loved it,8,https://www.imdb.com/review/rw5672938/?ref_=tt_urv
24 February 2018,La La Land will always be remembered as the film that nearly got Best Picture.,Now as most of you know I dislike musicals Randomly bursting into song is just not to my taste at all Then La La Land came along and I consistently read overrated boring and snoozefest by most amateur reviewers After literally just watching this I can confidently say instantaneously La La Land is phenomenal Oh My Word I love it when I m wrong and I was so wrong about this I cannot fault it I have fallen in love with La La Land You could say I ve gone la la for it Where to even begin This isn t just a musical This is a homage to classic cinema an endearing tribute to all those silver screen masterpieces that have moulded Hollywood to what it is today Dive beneath the glossy surface and I found myself experiencing a story about fulfilling dreams pursuing passions and just live life to its fullest It evoked pure joy from me genuine happiness I have never smiled and teared up simultaneously to a film before ever Yet Damien Chazelle went and only done that His direction was absolutely outstanding From the gorgeous long takes to the vibrant colour usage He deserved every award Emma Stone and Ryan Gosling both gave magically enigmatic performances particularly the former who mesmerised me with her solo audition performance The choreography during the dance sequences defines classy imitating the classic pairing of Fred Astaire and Ginger Rogers The soundtrack will be instantly downloaded City of Stars and Mia Sebastian s Theme were the highlights The production costume and sound design were all perfect The dimming of the lights to focus on the characters felt refreshingly revelatory Urghhh I think I m in love This is why I adore the medium of film To capture the magic of a whirlwind romance in a joyous perspective It is undoubtedly rare to watch a film in this calibre I never thought I would say this but La La Land gets the perfect rating Damian Chazelle two for two congratulations Keep it up,10,https://www.imdb.com/review/rw4072997/?ref_=tt_urv
6 April 2020,"I should probably have given a 10, but....",POSITIVES Ryan Gosling in this film is my man crush The relationship is completely believable largely due to great performances and writing Very emotional in all the best ways NEGATIVES Literally the only reason this isn t a 10 is I just HATE the opening sequence in the singing traffic jam I thought it was terrible so I withheld a 10,9,https://www.imdb.com/review/rw5614799/?ref_=tt_urv
21 September 2017,how disappointing,This movie is boring and I don t understand how it could have won awards and gotten the praise it received The songs are nothing great It s not funny All it is a story of how a struggling actress and musician finally get success after they break up What s good about that The ending doesn t make much sense I guess it shows how Mia s is thinking her life would have been different if they didn t break up FINAL VERDICT Don t waste money on this,2,https://www.imdb.com/review/rw3811176/?ref_=tt_urv
19 August 2019,BEST MUSICAL MOVIE,SCORE 10 10 I have one word to describe my experience watching this movie Serotonin Even when I was completely sobbing in complete depression I still could not help but marvel at the beauty of what I was experiencing When this movie first came out I remember leaving the theater so frustrated at how it ended How could they build up such a beautiful bond between Ryan Gosling and Emma Stone s characters just for them to rip my young heart out by them not ending up together I was furious and never went back to watch it until now You know who I can thank for that Nicole Kidman I am an AMC A List member and every single time her ad plays before a movie I see the short clip from La La Land This movie tackles so many deep topics about life some of which I am in the heat of battle with There is so much pressure to hold a steady job in order to survive in today s world In Sebastian s case he took the steady paying job at the sacrifice of both his dreams and relationship It s amazing what we will tell ourselves to convince ourselves that we are happy Safety is comfort and comfort leads to happiness But we only get one life on this earth Why would we spend it doing something we don t like for the chance that everything else will work out In Mia s case all she wants was for Sebastian to be supportive of her dream as much as she was for him Sure it stung a lot for her to have a low turn out at her play but it hurt way more for Sebastian not to show up Once they split and he receives the call from the casting agent we see a complete switch in his mentality and the story unfolds beautifully from there Mia gets the part goes to Paris and then 5 years later we are presented with the sad reality that she had moved on had a child and was living her best life And then her and her husband take an unexpected turn to avoid traffic and stumble upon a surprise venue Half way through the movie I was actually inspired to learn Mia and Sebastian s theme on piano and I can t help but cry while playing it because of the meaning behind the song It was their song The song she heard when she first met him and the song she hears 5 years later when walking into a random Jazz bar one night only to find that it was Sebastian s Not only that but the name of the place was Seb s the name that she suggested We then get a scene of what would have happened if things had all gone right and we see a life where Mia and Sebastian are together and happy but are quickly reminded of reality which teaches a very important lesson We can only move forward 2 people once in love forced to go their separate ways to follow their dreams are once again together sharing a magical moment with the song that started it all 6 years ago I didn t understand but now I do They both found happiness and neither of them would have done it without the other We never know why we are in certain peoples lives but the power we hold to make a difference is immense Now it is my turn to discover what my dream is I am currently trapped in the world of security and stability and the fear of doing something I am not comfortable with This movie has changed my life and I hope to look back in 10 20 30 40 years to credit this film for being the catalyst for me to start living my life the way I want,10,https://www.imdb.com/review/rw5069331/?ref_=tt_urv
9 November 2020,Movie magic,When I watched and reviewed this film for the first time about three years ago I spent most of the review talking about movie magic I did it because I believed this movie to be one of the finest examples of that Now three years later that belief has only grown stronger For some reason I had almost completely forgotten how happy La La Land made me Otherwise I wouldn t have waited three years to watch it again Indeed now that I had decided to see it once more I was incredibly excited to watch it Probably the most excited I have ever been to watch a movie at home But I was also scared You see this is one of the movies that I hold closest to my heart and quite frankly I was scared that I wouldn t like it as much as I did on the first time What if it didn t feel special anymore So in my state of excitement and fright I started the movie and as soon as the first scene started I completely forgot about that fright and just started smiling That s why I love this movie so much That s why it s one of my all time favourites Because it just makes me so damn happy La La Land is either my favourite or second favourite movie of all time I need to rewatch Whiplash to confirm which one it is One of the reasons why I love this movie so terribly much is because it s one of the only movies that I have seen that can just make me forget about everything else for over two hours I love the music and the dancing I love the way this film is shot and its gorgeous lighting And above all else I love the story and how it makes me feel Perhaps it is that unexplainable movie magic that makes this movie as good as it is I really need to make sure that I watch this film more often in the future To me La La Land really is just a festival of joy It s filled with feeling and wonder and it takes me to some other much happier place To end with my favourite quote from the movie Here s to the fools who dream crazy as they may seem,10,https://www.imdb.com/review/rw6251166/?ref_=tt_urv
16 January 2020,My favorite and adored movie!,La La Land My favorite and adored movie The talented Damien Chazelle made a really beautiful picture of love the desire for a dream and showed that sometimes you have to sacrifice the first to get the second,10,https://www.imdb.com/review/rw5412231/?ref_=tt_urv
11 February 2018,Love or Hate musicals: Watch this film!,As you may be able to tell by the other reviews on this website everyone is split on whether this is a good film or a bad film Think of it as this the film is described as a Comedy Musical and Drama This film is funny when it needs to be I wouldn t call it an out and out comedy like a Kevin Hart or Will Ferrell film Nor would I compare it to a Wes Anderson film where it s a witty black comedy It s just funny when it needs to be This film is a brilliant drama The film begins and you may think Oh well this is generic but if you stay to the very end of this film you will find that Damien Chazelle has not only proved himself as a very good writer but is a world class director No other director can develop characters and make you care for them like Damien This film is also a musical surprise surprise I don t know what people were expecting coming into a modern musical but the Director chose Jazz Not everyone likes Jazz but personally I thoroughly enjoyed the music in this film and this comes from someone who doesn t like musicals OR JAZZ I won t ridicule you for not liking this film but no matter what you think about Musicals or Dramas or the film itself You MUST watch your film,10,https://www.imdb.com/review/rw4059822/?ref_=tt_urv
26 November 2016,Remarkable! One of the best experiences I've had in theaters this year,La La Land has the exuberance of West Side Story the willpower of Dreamgirls and the pizazz of Grease s romance Writer director Damien Chazelle who rocked our world with Whiplash a couple of years ago has done it again Ryan Gosling and Emma Stone are a movie match made in musical heaven I seriously cannot find a single false note with La La Land The story is about Mia Emma Stone who is an aspiring actress struggling from one audition to the next her daytime job is working at a coffee shop in a studio lot where she can be near her dream Sebastian Ryan Gosling is a dedicated jazz musician struggling to make ends meet dreaming of someday running his own jazz club Mia and Sebastian meet and fall for each other but they live in a city known for crushing hopes and breaking hearts Together they continue to explore the joy and pain of pursuing their dreams Damien Chazelle has found a way to reignite our love for Los Angeles the way Rebel Without a Cause did decades ago in fact much of La La Land is more or less of an homage to that James Dean classic The colors the look the design the tone even though it s set in present day the characters could ve easily been transported from a golden age era What an ambitious production Chazelle s crew even literally reserved a whole freeway just for their opening scene and trust me when I say that that scene must ve been worth the traffic because it s absolutely spectacular The songs the music the choreography are flawless they re on point they re upbeat they take you up to cloud nine And when the rejections roll in and the characters hit rock bottom and Ryan Gosling melodiously sings his City Of Stars song it s so tender it becomes your only desired remedy Ryan Gosling and Emma Stone had worked together before on Gangster Squad so you can sense that these two actors feel very comfortable in each other s company The level of trust between them is evident It must be like returning to a familiar place One sequence stands out where they dance at the Griffith Park and they re so in sync you start to wonder how many takes did it take for them to get that down pat What s even more impressive is their abilities to play instruments and sing even if you don t like musical the minute you watch La La Land you ll stand up and cheer because the things that Gosling and Stone do will blow your mind La La Land is original it s remarkable it s one of the best experiences I ve had in theaters this year With this film Chazelle has established himself as one of the greatest storytellers of our time And the themes hit home Pursuing your dreams does come with a cost because it all comes down to whether or not you re willing to give it all you ve got It s so much easier to just play it safe and do regular 9 to 5 job like everybody else Pursuing your dreams is risky self doubt gets to haunt you every step of the way and failure lurks around the corner But what s wonderful about La La Land is that it points out the importance of having someone that believes IN you just like the way Mia and Sebastian believe in each other the world be damned Rama s Screen,10,https://www.imdb.com/review/rw3594207/?ref_=tt_urv
